"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Eif1b",0.024383815507115,0.924267392940962,0.429,0.109,1
"Ndufa1",0.0244568218202035,0.840341542689734,0.5,0.156,1
"Rsrp1",0.0245482030576517,0.540287324909583,0.786,0.422,1
"Rrm1",0.0247276604446119,0.372854904586318,0.286,0.047,1
"Myl6",0.0253033834629353,-0.889775948993489,0.571,0.469,1
"Ndufb5",0.0254573867906887,0.270184226982261,0.5,0.188,1
"Bptf",0.0257328808417034,0.913625831104573,0.429,0.109,1
"Cnp",0.026046126314065,1.04091092004642,0.429,0.109,1
"Gatad2b",0.0264194623354006,0.83240155523175,0.429,0.109,1
"Il2rg",0.0266253352310946,0.93548514363941,0.714,0.328,1
"Rpl5",0.0268578515659529,-1.50659984671878,0.357,0.656,1
"Tap1",0.0270401156693952,0.346096240291418,0.286,0.047,1
"Srsf11",0.0274995778341998,-0.0502340086937516,0.571,0.312,1
"Srsf7",0.0279080561550266,0.922035630117522,0.429,0.109,1
"Mybbp1a",0.0279624077633777,0.996895659759212,0.5,0.156,1
"H2afv",0.0283215354656991,1.15241855541826,0.571,0.203,1
"Iglc1",0.0284286479283647,-0.218535986076883,0.357,0.141,1
"Psip1",0.0285924275598994,-0.0662171285363076,0.429,0.172,1
"Use1",0.0287622185383639,0.600831095355977,0.5,0.172,1
"Rpl39",0.0288858549187202,-0.673182881979423,0.786,0.672,1
"Ccdc59",0.0289392138281039,1.03968181730607,0.429,0.109,1
"Iglc3",0.0289984382971556,1.10786214578413,0.5,0.156,1
"Ttn",0.0292354215543251,0.443670280894363,0.357,0.078,1
"2610507B11Rik",0.0295121033820912,0.424190281414161,0.286,0.047,1
"Fnbp1",0.0295992359991782,0.426730266265701,0.5,0.203,1
"Fli1",0.0296265782533052,0.0117511447587246,0.429,0.172,1
"Gltscr2",0.0298493368088814,0.567660592887531,0.643,0.281,1
"Ccdc55",0.0298617206388693,1.14122520645618,0.429,0.109,1
"Cd79a",0.0300605395754622,1.15318899955125,0.429,0.109,1
"Cd24a",0.0304155721636629,1.25286907365735,0.429,0.109,1
"Tcp1",0.0305852448761676,0.629986813079945,0.571,0.234,1
"Slc25a4",0.0308112467125783,1.10869769463093,0.643,0.266,1
"Rpl35",0.0316679406042074,-1.49683988225139,0.357,0.562,1
"Tmem160",0.0320568470312545,0.122072469657641,0.5,0.219,1
"Atp5o",0.0324005684639835,0.386615376146371,0.571,0.25,1
"Atp5c1",0.0325104709406055,0.30656107903949,0.643,0.312,1
"Gm15796",0.0327685227997845,0.569684856164765,0.286,0.047,1
"Smc4",0.0328693725766217,0.50713357215521,0.714,0.344,1
"Psme4",0.0331522184217614,0.831641041511425,0.357,0.078,1
"Il4i1",0.033258376918636,0.53018185967481,0.286,0.047,1
"Cops4",0.0336380089186445,0.64402354692108,0.286,0.047,1
"Gspt1",0.0341176179472642,0.806543290756711,0.357,0.078,1
"Mtdh",0.0341833205306019,0.617378763312433,0.643,0.281,1
"Arhgef1",0.0343435056629374,0.796832712800631,0.429,0.125,1
"Cep57",0.0343856522352316,0.923945499387204,0.357,0.078,1
"Wtap",0.035426421446075,0.156201660237964,0.286,0.062,1
"Pnisr",0.0355006946748939,-0.432651997336683,0.571,0.375,1
"Isg20l2",0.0358605268163859,0.551297962221577,0.286,0.047,1
"Rif1",0.0369644127482731,0.967522832716493,0.357,0.078,1
"Myc",0.0370473014014839,0.75353385807144,0.286,0.047,1
"Clcn3",0.0371543247597103,0.579457508650996,0.286,0.047,1
"Cnot8",0.0373887029548833,0.546374675519439,0.286,0.047,1
"Anapc4",0.0375588972134308,0.717683987644174,0.286,0.047,1
"Prelid1",0.0375825633906489,0.704083451469736,0.5,0.172,1
"Rps26",0.0379720310052916,-0.606991822197767,0.714,0.953,1
"Ube2d3",0.0387019464285062,0.346224615883844,0.643,0.312,1
"Eid1",0.0389189080386232,0.48582664221263,0.357,0.094,1
"Acap2",0.0390470748441679,0.881794717818862,0.357,0.078,1
"Pds5a",0.0392185523466937,0.775506264439025,0.429,0.125,1
"Tnfrsf13b",0.0392574914604263,0.664093808993348,0.286,0.047,1
"Akap13",0.0394660377815064,0.0438408212265247,0.5,0.219,1
"Add1",0.0396882813919089,0.185272985818483,0.286,0.062,1
"Cetn3",0.0397593116936932,0.322623661250806,0.429,0.141,1
"Mak16",0.039794056082618,0.526385672884168,0.357,0.094,1
"Kin",0.0398125910267305,1.23836779580189,0.357,0.078,1
"Mrps11",0.0400648252974992,0.485927530943823,0.286,0.047,1
"Creb1",0.0402436989938002,0.736757806747174,0.286,0.047,1
"Hnrnpd",0.0403388499009729,1.19395697486057,0.571,0.219,1
"Klhl6",0.0404008801822919,1.15647847286787,0.357,0.078,1
"Fxyd5",0.0404797148553808,-1.68853677965565,0.286,0.5,1
"Angel2",0.0406952104993587,0.766852828367959,0.286,0.047,1
"Ly6e",0.0409167436676368,0.871590614051216,0.786,0.422,1
"Prdx1",0.0409682312913388,-1.67802256050243,0.286,0.484,1
"March5",0.04122328117244,0.609840205585348,0.286,0.047,1
"mt-Rnr2",0.0412853280485813,-0.731070901784111,1,1,1
"Bcl10",0.0412900635171849,0.888322666824015,0.357,0.078,1
"Galnt1",0.0417596584321067,0.880612286583176,0.286,0.047,1
"Anp32b",0.0417812862841097,0.686523553036511,0.786,0.422,1
"Rasgrp2",0.0418867809009195,0.242074326640364,0.286,0.062,1
"Sec11c",0.0419642183420712,0.0873647252788139,0.571,0.297,1
"Mir142hg",0.0423956065287392,0.698032283666051,0.429,0.125,1
"Syf2",0.0424992019823912,-0.0904834390942031,0.5,0.234,1
"Nsmce1",0.0428445969065115,0.994670338037887,0.429,0.125,1
"Sorl1",0.0429078718672111,0.861348806902164,0.286,0.047,1
"Lsm4",0.0429952548253813,0.704796593978261,0.5,0.188,1
"Sf3b3",0.0436331714578112,0.65253060588631,0.286,0.047,1
"Wdr89",0.0439026027881917,-0.357391375587438,0.571,0.375,1
"Sdhc",0.0440939217385879,1.05811126285845,0.286,0.047,1
"Svil",0.0441699339374528,0.825719284060162,0.286,0.047,1
"Cops6",0.0445659591965857,1.16295893555529,0.429,0.125,1
"Tnnt2",0.0449809526345104,0.895349351179819,0.5,0.172,1
"Sp1",0.0451998322716254,0.858677999978819,0.286,0.047,1
"Mif4gd",0.0452660800358001,1.18042136041685,0.286,0.047,1
"Cdca8",0.0453697542856586,0.943525615745082,0.286,0.047,1
"Sh3bp1",0.0453975916977222,0.770050482738804,0.286,0.047,1
"Rnf115",0.045618510342193,0.803888868278908,0.286,0.047,1
"Cd53",0.0460680516973494,-0.988840705687152,0.429,0.516,1
"Mtf2",0.0460720767272085,1.07895133534318,0.286,0.047,1
"Actl6a",0.0460810642300221,0.746418074331639,0.286,0.047,1
"Pdxdc1",0.0462332215519924,1.01210032749934,0.286,0.047,1
"Acadm",0.0462436994519362,0.81445515281346,0.286,0.047,1
"Rps7",0.0463804824888235,-0.829125479574494,0.786,0.797,1
"Gm10689",0.0464071080564948,1.40521732095685,0.429,0.125,1
"Akirin1",0.0466010777160548,1.07077874678257,0.286,0.047,1
"Ckap5",0.0468119058031097,1.10661738432113,0.286,0.047,1
"Slbp",0.0468744841819468,0.815598629436592,0.286,0.047,1
"Uqcr11",0.0469163568880343,0.928973697234551,0.429,0.125,1
"Sys1",0.0469462076500525,0.89806506711384,0.429,0.125,1
"Ms4a6b",0.0470435032826543,-1.66234243022057,0.286,0.344,1
"Shfm1",0.0472119302001363,0.429076603562918,0.714,0.406,1
"2410015M20Rik",0.0472742681780088,1.28413167632823,0.429,0.125,1
"Cpsf3",0.0474982164301067,0.992954992216246,0.286,0.047,1
"Zfand3",0.0477359015251011,0.884244612074815,0.286,0.047,1
"Inpp5d",0.0479130635665373,1.14167218471099,0.286,0.047,1
"Mfap1b",0.0480052391112397,0.921573389174478,0.286,0.047,1
"Ube2l3",0.0480753745265133,1.0052461724306,0.286,0.047,1
"Bclaf1",0.0481058563125147,0.440704587310585,0.5,0.203,1
"Mrpl28",0.0481187475467092,1.18398445433434,0.286,0.047,1
"Nip7",0.0481225906421184,1.22893600174226,0.286,0.047,1
"Txk",0.0481276610061801,1.28461731191175,0.286,0.047,1
"Snx3",0.0481365298810908,-0.162118220275753,0.429,0.203,1
"H2-Q4",0.0484623185442293,1.26890785692741,0.429,0.125,1
"Rpl27a",0.0486764983295141,-1.43220581181007,0.357,0.672,1
"Map4k4",0.0493685581742325,0.338447269369852,0.286,0.062,1
"Ppp2r5c",0.0493769187935142,0.0896349334682374,0.357,0.125,1
"Slirp",0.0494112711269853,0.625833124920588,0.357,0.094,1
"Psmb10",0.0504570989770093,0.516100910248984,0.429,0.141,1
"Trbc2",0.0507790800480852,-0.241255161304923,0.143,0.422,1
"Gch1",0.0510285769696174,0.447630687727913,0.286,0.062,1
"Ywhaq",0.0511804673816392,0.668683279100011,0.357,0.094,1
"Ikzf3",0.0517045207106917,0.662703097089514,0.357,0.094,1
"Arpc5l",0.0521750579874783,0.712751849521917,0.5,0.188,1
"Rpl34",0.0537714647916919,-1.23752131701794,0.429,0.531,1
"Clk1",0.0538096981936561,0.271128384158697,0.643,0.344,1
"Ufm1",0.0538482593950027,0.296945069645909,0.357,0.109,1
"Btg2",0.0541794804749538,-0.517192330528074,0.5,0.328,1
"Mier1",0.0543229436587584,0.556823789057574,0.429,0.156,1
"Kpnb1",0.0545768661956893,0.416450609733952,0.429,0.156,1
"Tmem256",0.0546736515568124,0.675863338005096,0.5,0.188,1
"Atp5a1",0.0548757938012185,0.939207286638969,0.571,0.234,1
"Tceb2",0.0558211073049027,0.982481516946234,0.571,0.234,1
"Gm1966",0.0559846921264944,0.48593218367482,0.286,0.062,1
"Tmpo",0.0560723647026475,0.599479747555112,0.429,0.141,1
"Csnk1a1",0.0563811868462892,0.748837227691729,0.571,0.25,1
"Cox4i1",0.0565689671553718,0.140537272148403,0.857,0.578,1
"Eif3f",0.0568683282150742,0.228406248706122,0.714,0.422,1
"Ero1l",0.0569723313015708,0.330414762167709,0.286,0.062,1
"Brix1",0.0570301789773118,0.433205969715523,0.286,0.062,1
"H3f3a",0.057073891570944,0.974553410466184,0.643,0.297,1
"R3hdm1",0.0572712637537597,0.222284532810817,0.357,0.109,1
"Arpc5",0.057551983822575,0.126624209751206,0.786,0.5,1
"Smap1",0.0576332191787972,-0.3730246345618,0.357,0.172,1
"Commd1",0.0576684196110301,0.131649918926945,0.357,0.125,1
